a	オングストローム
corkscrew	栓抜き|コークスクリュー|口抜き|口抜|コルク抜|コルク抜き
drifter	流れ者|ドリフター|渡り者|放浪者|バガボンド|浮浪者
acidity	酸性|酸味|酸っぱ味|酸っぱみ|酸っぱさ
formaldehyde	ホルムアルデヒド
lavatory	手洗|御手洗い|手洗い場|洗面所|手洗場|ご不浄|手水場|雪隠|ラバトリー|用場
bodyguard	警固役|護衛|ボディガード|用心棒|警衛|エスコート|侍衛|警護|ボディーガード
huddle	相談|固まる|固る|ごった
metallurgy	冶金
rigor	こっ酷さ|手きびしさ|峻烈さ|手厳しさ|酷しさ|手痛さ|過酷さ|こっぴどさ|苛烈|厳さ
felon	盗人|兇徒|溢者|ごまの蠅|黒|下手人|奸物|道中師|咎人|胡麻の蠅
argon	Ar|アルゴン
carefree	屈託のない|安楽|気散じ|暢気|屈託無い|楽天的|のんき|安気|呑気|心安い
biotin	ビオチン
delicacy	繊細さ|上品さ|麗しさ|美しさ|優美さ
marconi	マルコーニ
fluctuation	変動|バリエーション|差異|変わり|変化|変動|変異|変移|ヴァリエーション|増減|変り|変動すること|揺れること
journeyman	細工師|クラフトマン|技工|名工|工人|匠|アーチザン|職人|工匠|匠人
bandana	バンダナ
stetson	ホンブルグ帽|ソフト帽|中折れフェルト帽|中折|中折れ帽子|中折れ帽|中折れ|中折帽子|フェドーラ|ソフト
incinerator	焼却炉
continuance	持続|幕無|一続き|たて続け|幕無し|続行|連続|ぶっ通し|ぶっ続け|一続
commemoration	記念|メモリ|メモリー
erupt	突発|勃発
germination	発芽
attrition	摩擦|摩滅|摩擦|研削|摩滅|摩擦|摩擦|摩擦
proverb	名言|俚諺|諺|里諺|金言|格言|箴|俗諺|成句|諺語
mercenary	風雲児|傭兵|俗
sess	ウイード|草|ドープ|ウィード
wearer	着用者
convocation	召集|集会|召集
brocade	錦
straddle	跨がる|跨ぐ|股がる|跨る
bioterrorism	バイオテロリズム
murderous	殺人的
anaesthesia	知覚麻痺|無感覚|無知覚|知覚脱失|感覚消失
mahjong	マージャン|麻雀
wretched	しがない|すぼらしい|憐れ|情け無い|侘びしい|嘆かわしい|けち|果敢ない|侘しい|憫然たる|惨め
feeble	弱い|薄弱
decadent	デカダン|デカダン|退廃的
kitchenette	簡易台所|簡易厨房
birdhouse	巣箱|鳥小屋
yap	口|キャンキャンほえる
typeface	書体|源流|フォント
uppercase	頭文字|かしら文字|キャピトル|大文字|キャピタル|キャピタルレター|親文字|頭字
cirrhosis	肝硬変
metrology	測定学
gourd	フクベ|瓠|ヒョウタン|匏|瓢箪|瓢
hideous	凄惨|醜悪|悽惨
intuitively	直覚的に
tonnage	トン税
connexion	連鎖|結びつき|コネクション|連結|結び付き|関係|繋がり|係属|連係|コネ|結付き|掛りあい|係り|関係のあること|結びつき|つながり|コネクション|繋り|結び付き|結付|聯想|アソシエーション|連想|コネクタ|つなぎ|繋ぎ|プラグ|コネクター|乗り換え|聯絡|乗換|乗換え|連絡|接続|連鎖|縁|結びつき|コネクション|結び付き|関係|繋がり|係属|連係|コネ
columbine	オダマキ|糸繰|糸繰り|糸くり|苧環
dumbbell	ダンベル|亜鈴|唖鈴
blockage	閉塞|閉鎖|障害|閉鎖
decency	良識的であること|上品さ
mutter	うなり声|口籠る|もがもがする|くぐもる|口篭もる|低語|口篭る|口ごもる|囁く|呟く
inductor	インダクタンス
verifier	ベリファイア
positional	位置的
arouse	掻き立てる|喚起|目覚ます|奮い起こす|奮起す|かき立てる|作興
sadism	サジズム|サデイズム|加虐性愛|サディズム|加虐愛|サド
muncie	マンシー
hydrolysis	加水分解
existential	経験的
fiercely	猛然
hysteria	ヒス|激情|譫妄|ヒステリー|病的興奮|逆上|狂気|狂乱|ヒス|ヒステリー
shew	論証|辨証|裏付け|証拠立てる|立証|証拠だてる|証明|証す|裏付ける|示す
rectum	直腸
retort	即答|遣りかえす|言いかえす|口ごたえ|口答え|云返|云返し|言い返し|言返し|言い返す|遣返す
illiterate	不文|文盲|無知|不案内
cytoplasm	細胞質
insistence	主張
phage	ファージ
handkerchief	汗ふき|ハンケチ|鼻拭|ハンカチ|汗拭|汗手拭い|汗拭き|ハンカチーフ|ハンケチーフ|手巾
answerer	応答者
tableau	活人画|劇的な情景
densely	密に|高密度|密集して
daffodil	らっぱ水仙|ラッパズイセン|喇叭水仙
semaphore	信号|信号|信号
arousal	喚起
fraternal	二卵性|二卵性|二卵性
benthic	底生
jagger	ジャガー
sorter	ソーター
specialisation	専修|分化|特化|専門化|専門|専業|專門
eloquent	口賢しい|爽やか|能弁|流暢|爽か|能辯|流ちょう|口賢い|雄弁|滔滔たる
wondrous	驚くほど|すばらしく|目覚ましい|すばらしい|素敵|目ざましい|素適|素晴しい|素晴らしい|ワンダフル|凄い|ファンタスチック
bridle	馬勒
inhaler	吸入器
hyperbolic	仰山|ぎょうさん|誇大
occlusion	閉塞
pleasurable	楽しい|愉快|おもしろい|悦ばしい|満足|心嬉しい|痛快|愉しい|心うれしい|面白い
armband	腕章
durant	デュラント
postman	郵便配達人|郵便配達|郵便集配人|飛脚|郵便脚夫|郵便屋
stapler	ホッチキス|ステープラー
lucerne	アルファルファ
emir	アミール
quid	パウンドスターリング|ポンドスターリング|磅|ポンド|£|パウンド|英国ポンド|反対給付
rockabilly	ロカビリー
kinship	親近感|親和性|類似|類縁
detain	取り篭める|閉じこめる|拘禁|とり篭める|禁固|押込める|拘束|閉込める|取籠める|監禁
loudspeaker	スピーカ|ラウドスピーカー|スピーカーシステム|スピーカー|ラウドスピーカーシステム|スピーカーユニット
decedent	死者|昔人|亡き人|枯骨|物故者|亡者|無き者|不帰の客|死亡者|彼方者
paraffin	パラフィン蝋|パラフィンろう|アルカン|パラフィン|パラフィン|パラフィン油
stead	代わり
spook	クリープ|魑魅|幻影|生霊|亡者|物の気|悪霊|御化|幽霊|生きすだま|亡き魂
strainer	瀘過器|こし器|ろ過器|濾過器
fondue	フォンデュー|フォンデュ|フォンデュー
reappear	再現|再出
centerline	中心線|センターライン
subconscious	潜在意識|下意識の|潜在意識の
incandescent	白熱した|白熱光を発する
capstone	笠石|笠石
workday	仕事日|平日|ウィークデー
condensate	凝縮|濃縮|凝集
firewood	薪|たき木|焚き木
watergate	ウォーターゲート事件
brawl	どかん|諠譁|喧嘩|ほざく|口論
waistband	ウエストバンド|ベルト
kepler	ケプラー
magneto	マグネト発電機
caldera	カルデラ
passer	行客|通行人|行人|パッサー
thermodynamic	熱力学的
anion	陰イオン|アニオン
gout	痛風
bittersweet	甘ずっぱい|ホロ苦い|甘酸っぱい|ほろ苦い
sabbatical	サバティカル
inhuman	冷酷無残|無情|不人情|冷酷無慙|冷血|残酷|冷酷|冷酷無惨|冷酷無慚|酷薄
epistemology	認識論
spanner	レンチ|鍵|スパナ
indentation	年期奉公|刻み目
bevel	斜面|面
rundown	最終弁論
talker	スピーカー|話手|話し手|トーカー|発言者|話す人|話者
shipbuilding	造船
fulfilment	達成感|充足感|成就|遂行|達成|完遂
foggy	グロッギー|グロッキー|縹渺たる|ファジー|朧げ|空漠たる|幽か|おぼろげ|微か|朧々たる|朧|朧ろ|おぼろ|朧々たる|朧|朧ろ|朧朧たる
mystique	神秘性|神秘的雰囲気|霊気
gentile	異教徒|異邦人|異邦人|異邦人
rationalize	自己辯護|辯解|弁解|釈明|申し訳|正しいとする|弁ずる|自己弁護|正当付ける|言開く
concomitant	附随|付随現象|付随|附帯|付帯|結果として生じる|付随的|随伴性|付帯的
sepia	セピア色|赤茶|トビ色|とび色|錆色|代赭|赤栗毛|代赭色|赤褐色|鳶色
disobedience	不従順|不遵守|不履行|応じないこと|不服従|不順守|不軌|反抗
ewe	ヒツジ|雌羊
triumphant	狂喜した
superbly	驚くほど|すばらしく
typeset	植字|活字組み
chianti	キャンティ
minsk	ミンスク
domestically	家庭的|家庭的
jodhpur	ジョドプル
moat	濠|フォッシー
shiloh	シロ
footpath	小道|細道
insufficiency	不適|不足|不十分|不足|機能不全|闕乏|手うす|欠|不足|欠くこと|不全|欠乏|欠失|闕如|手薄
slicer	スライサー|スライサー|スライサー
unplanned	無計画|無意的
mucosa	粘膜
millet	キビ
lactate	乳酸|含ませる|授乳|含ます|乳酸
shia	シーア派
pelvis	骨盤|骨盤帯|腰帯
papaya	パパイヤ|パパイヤ
cognac	コニャック
profane	腐敗させる|堕落させる|犯す|冒涜|汚す
bedspread	キルトケット|ベッドカバー
scourge	鞭毛|荒す|荒らす|吹き荒れる
hourglass	アワーグラス
bbl	バレル
pagoda	パコダ
pollack	介党鱈|ポラック|介党鱈|介党鱈
enumerate	枚挙|箇条書き|挙げる|羅列|書き連ねる|書連ねる|書きつらねる|数える|個条書き|列記
regress	逆戻り|立ち戻る|引返す|還る|引きかえす|引き返す|逆戻|舞戻る|返る|舞いもどる|出戻る
trimmer	トリマー|トリマー|トリマー|トリマー
blindly	手さぐりで
unintentional	無意的
repertory	倉庫
submenu	階層メニュー|サブメニュー|カスケードメニュー
conveyancing	伝令|譲渡
marshmallow	マシュマロ|マシマロ
aeroplane	エアプレーン|銀翼|機|飛行機|エアプレイン|鵬翼|航空機
conductance	コンダクタンス
romp	楽勝|不山戯る|跳回る|巫山戯る|馳せ廻る|跳ねまわる|駆け回る|騒ぐ|馳せ回る|馳せまわる|跳び回る
refrigerant	冷却剤
goody	佳肴|嘉肴|馳走|御馳走|ごちそう
northerner	北国人
countenance	相好|顔色|面持ち|面差し|顏|顔付き|面貌|面差|面|面もち|聴す|認める|容認|差許す|許す|さし許す|差しゆるす|認可|許可|承認
pedometer	万歩計
shatter	破砕|砕く|破壊|叩き割る|破摧|叩割る|叩き壊す
gist	主意|趣意|大旨|要領|要項|大要|要点|骨子|主旨|要義|主意|中枢|核心|眼目|エッセンス|本質|ポイント|核|要領|エキス
tomahawk	トマホーク|斧|トマホーク|トマホーク
alumnus	同窓|校友|学士|得業生|同窓生|卒業生
wad	多量|許多|山積み|百千|山盛り|あまた|数多|洪水|万斛|丸める|固める
archeology	考古学
hadith	ハディース|スンナ
hyperactivity	活動亢進
deforestation	伐採|伐採
perverse	旋毛曲|臍曲がり|臍曲り|へそ曲がり|旋毛曲り|旋毛曲がり
dickey	ランブルシート|ランブルシート
backside	背面|裏手|裏|背部|背後|後ろ側|後ろ|後部|後側|裏側|尻|ヒップ|御居処|どんけつ|尻臀|臀部|臀|御尻|お尻|おいど
tiller	舵柄|中耕機|カルチベーター|耕作者|分蘖
eukaryotic	真核|真核生物
husbandry	アグリカルチャー|稼穡|農作|アグリカルチュア|農業|農林|農耕|耕作|農芸|畑作
visibly	目に見えて|見るからに
hs	ハッシウム
broiler	ブロイラー
layoff	一時解雇|レイオフ
dodger	散らし広告
merciful	情け深い|情けぶかい|情ぶかい|情深い|慈悲深い
lollipop	アイスキャンディー|アイスキャンデー|吸盤
sulphate	硫酸塩
nance	お釜|ホモ
springtime	春陽|プランタン|春期|春季|春|スプリング|春月|三春|プリンタン
acuity	視力|鋭さ|熱心さ|切迫|鋭さ|鋭敏|聡明
conifer	針葉樹
devi	デビ
racecourse	レースコース|競走場|レーストラック|トラック
reunite	再結合する
formulary	定式|薬局方
impressionist	印象派の画家|印象主義者|印象主義者
hangzhou	ハンチョウ
jurist	法家|法律家|法学者|法律専門家
uncanny	薄気味悪い|奇奇怪怪|この世のものとは思えない|底気味わるい|気味わるい|きみ悪い|底気味悪い|うす気味悪い|怪奇|不気味|変|妙
neurotransmitter	神経伝達物質
nanjing	ナンキン
enlighten	照射|釈明|解きあかす|解明かす|解明|解明す
eatery	大衆食堂|料理店|料亭|お食事処|レストラン|食べ物屋|小料理屋|茶寮|レストラント|食物屋
intramural	壁内
vise	万力
mulligan	ごった煮
noxious	有毒|有害
sledge	轌|引っ掻く
trove	埋蔵物
drowsiness	眠気|眠け
overhang	張り出し|突き出し|張出|張出し|張り出
radioactivity	放射線|放射|放射能|輻射
howdy	やあ|こんにちは
eastward	東方|ま東|卯|イースト|東|真東|東方へ|東へ|東方に|東に
haggard	ハガード|窶窶しい|窶々しい
parr	パー
northward	子|真北|北|北方|北の方|ノース|北方へ|北の方へ|北へ
archeological	考古学的
logarithmic	対数的
sandalwood	ビャクダン
godly	信心深い
spire	尖塔
distillation	蒸溜|蒸留
decontamination	汚染除去
loyalist	忠臣
salina	サライナ
kimono	和服|着物
picky	五月蠅い|うるさい|喧しい|小煩い|煩い|五月蝿い|口喧しい|小うるさい
consort	合唱隊|合唱団|クワイア|付き合う|交際|接触|行き来
raisin	干し葡萄|レイズン|干ぶどう|乾葡萄|レーズン|乾し葡萄|乾ぶどう|干葡萄
bobcat	ボブキャット
bastion	砦
sunburst	日脚
nameless	無名の
sociologist	社会学者
copywriter	コピーライター
numerator	分子
voltaire	ヴォルテール|フランソア・マリー・ヴォルテール
indebted	忝い
groundhog	ウッドチャック
reinstate	引き戻す|引戻す
knack	骨|骨法
alienate	疎む|疎外|疏外|疎んじる
spay	去勢
gammon	ハム|髀肉|股肉|薫製ハム|脾肉|ギャモン|膕|ギャモン
android	アンドロイド|ヒューマノイド
canola	菜種油|アブラナ
reincarnation	生まれ変わり|生まれ変わり|再現|再来|転生|再生
mislead	惑わす|謀る|謬る|謀つ|惑わす|偽る|欺く
bogota	ボゴタ
housekeeper	ハウスキーパー|家政婦|刀自
disinfection	防疫|消毒
perfusion	灌流
negation	否決|打消|否|うち消し|打ち消し|打消し|否定
covey	一群れ|一群
donne	ダン
dauphin	ドーフィン
takeoff	離陸|離水
modernist	モダニスト
elastomer	エラストマー
ominous	不穏|忌わしい|曲が曲がしい|不祥|忌まわしい|曲々しい|曲曲しい|不吉|禍々しい|禍禍しい
socialize	仲良く交際する|交際する|社会化
dictation	言いつけ|命令すること|コマンド|指示|命令|指図|書き取り|口述
tarantino	タランティーノ
adorn	美化|飾付ける|色取る|修飾|扮飾|飾る|綾なす|飾りつける|粉飾|飾り付ける
livery	伝達|供出|引渡し|出産|伝送
adrenergic	交感神経模倣薬
subtlety	微妙さ|陰影|精緻さ|精妙さ|ニュアンス|機微|陰翳|微妙さ|機微|隠微
reprimand	懲戒|小言|叱責|譴責|咎める|責める|叱咤|詰る
piccolo	ピッコロ
basilica	バジリカ|バシリカ
memento	お土産|土産|忘れ形見|スーブニール|思い出|スーベニア|記念品|引き出物|記憶|形見
davy	デービー
sib	兄弟|血族
incapacity	失格|不敏|失格|菲才|不才|不敏|不適任|非才
